return_id,order_id,return_date,return_reason,return_category,refund_amount,return_status,condition_after_return
R000983,O006937,2026-05-24,Damaged Product,Product Issue,882.48,Approved,Damaged
R000984,O006938,2026-03-04,Wrong Product,Product Issue,625.75,Approved,Good
R000985,O006941,2026-04-01,Missing Accessories,Product Issue,2939.5,Approved,Opened
R000986,O006963,2025-09-13,Late Delivery,Customer Preference,2933.57,Approved,Opened
R000987,O006975,2026-06-22,Not as Expected,Customer Preference,1666.63,Approved,Opened
R000988,O006977,2025-10-04,Wrong Product,Product Issue,533.88,Approved,Good
R000989,O006984,2026-06-16,Changed Mind ,Customer Preference,547.02,Approved,Good
R000990,O006985,2026-07-27,Damaged Product,Product Issue,476.3,Approved,Good
R000991,O006986,2025-12-16,Wrong Product,Product Issue,1263.47,Approved,Good
R000992,O006992,2026-03-26,Not as Expected,Customer Preference,2289.08,Approved,Good
R000993,O006999,2026-02-11,Wrong Size,Customer Preference,881.35,Approved,Opened
R000994,O007006,2026-03-07,Missing Accessories,Product Issue,1326.36,Approved,Good
R000995,O007012,2026-01-06,Wrong Size,Customer Preference,1786.55,Approved,Opened
R000996,O007014,2026-02-03,Product Quality Issue,Product Issue,3435.85,Approved,Damaged
R000997,O007019,2025-09-17,Damaged Product,Product Issue,1594.08,Approved,Opened
R000998,O007038,2026-05-21,Wrong Product,Product Issue,698.04,Approved,Good
R000999,O007040,2025-09-17,Damaged Product,Product Issue,525.29,Approved,Good
R001000,O007054,2026-04-03,Not as Expected,Customer Preference,2838.95,Approved,Opened
R001001,O007067,2025-12-01,Wrong Product,Product Issue,1870.45,Approved,Opened
R001002,O007068,2026-03-16,Not as Expected,Customer Preference,1145.97,Approved,Opened
R001003,O007077,2025-09-23,Wrong Product,Product Issue,3948.41,Approved,Good
R001004,O007079,2025-12-30,Wrong Size,Customer Preference,517.57,Approved,Good
R001005,O007085,2026-03-19,Changed Mind,Customer Preference,891.73,Approved,Damaged
R001006,O007093,2026-07-10,Changed Mind,Customer Preference,1177.72,Approved,Damaged
R001007,O007101,2026-05-29,Changed Mind,Customer Preference,531.59,Approved,Opened
R001008,O007102,2025-10-26,Missing Accessories,Product Issue,2497.72,Approved,Opened
R001009,O007112,2025-12-12,Damaged Product,Product Issue,302.4,Approved,Damaged
R001010,O007121,2025-09-24,Product Quality Issue,Product Issue,1189.17,Approved,Damaged
R001011,O007122,2026-03-28,Not as Expected,Customer Preference,624.58,Approved,Damaged
R001012,O007135,2026-04-20,Late Delivery,Customer Preference,1184.85,Approved,Opened
R001013,O007137,2026-07-06,Changed Mind,Customer Preference,1231.85,Rejected,Damaged
R001014,O007139,2025-12-28,Product Quality Issue,Product Issue,383.77,Approved,Good
R001015,O007149,2025-11-14,Late Delivery,Customer Preference,1776.82,Approved,Damaged
R001016,O007152,2026-07-12,Wrong Size,Customer Preference,947.23,Approved,Opened
R001017,O007163,2025-09-01,Product Quality Issue,Product Issue,182.76,Approved,Damaged
R001018,O007175,2026-05-25,Wrong Size,Customer Preference,262.11,Approved,Good
R001019,O007186,2025-10-11,Late Delivery,Customer Preference,953.47,Approved,Damaged
R001020,O007189,2025-10-23,Wrong Size,Customer Preference,400.26,Approved,Damaged
R001021,O007204,2026-02-08,Wrong Product,Product Issue,649.18,Approved,Damaged
R001022,O007212,2025-09-05,Changed Mind,Customer Preference,1268.54,Approved,Opened
R001023,O007213,2025-11-08,Damaged Product,Product Issue,233.56,Approved,Opened
R001024,O007214,2026-01-04,Changed Mind,Customer Preference,194.27,Approved,Good
R001025,O007220,2025-09-01,Wrong Size,Customer Preference,747.74,Approved,Good
R001026,O007223,2026-07-07,Wrong Size,Customer Preference,1411.8,Approved,Good
R001027,O007224,2026-04-27,Changed Mind,Customer Preference,1944.26,Approved,Damaged
R001028,O007228,2026-03-20,Missing Accessories,Product Issue,1038.26,Approved,Damaged
R001029,O007232,2025-11-06,Wrong Size,Customer Preference,1836.21,Approved,Damaged
R001030,O007241,2025-11-27,Not as Expected,Customer Preference,516.6,Approved,Damaged
R001031,O007250,2026-04-14,Wrong Product,Product Issue,917.5,Approved,Good
R001032,O007251,2026-02-06,Changed Mind,Customer Preference,210.73,Approved,Opened
R001033,O007254,2025-12-13,Product Quality Issue,Product Issue,875.49,Approved,Damaged
R001034,O007264,2026-05-22,Missing Accessories,Product Issue,1861.36,Approved,Damaged
R001035,O007265,2026-01-15,Wrong Size ,Customer Preference,1452.3,Approved,Good
R001036,O007272,2026-04-03,Damaged Product,Product Issue,332.58,Approved,Opened
R001037,O007275,2025-10-31,Late Delivery,Customer Preference,616.68,Approved,Damaged
R001038,O007300,2026-03-05,Product Quality Issue,Product Issue,1494.87,Approved,Good
R001039,O007302,2026-03-19,Missing Accessories,Product Issue,2139.52,Approved,Opened
R001040,O007303,2025-11-23,Late Delivery,Customer Preference,1241.35,Approved,Opened
R001041,O007307,2026-04-09,Late Delivery,Customer Preference,2020.84,Approved,Good
R001042,O007311,2026-05-25,Wrong Product,Product Issue,918.63,Approved,Good
R001043,O007344,2025-08-30,Late Delivery,Customer Preference,3527.71,Rejected,Good
R001044,O007346,2025-12-18,Wrong Size,Customer Preference,4831.3,Approved,Good
R001045,O007370,2026-01-25,Changed Mind,Customer Preference,2294.8,Approved,Opened
R001046,O007380,2026-03-08,Missing Accessories,Product Issue,437.52,Approved,Opened
R001047,O007387,2026-05-23,Changed Mind,Customer Preference,3142.79,Approved,Damaged
R001048,O007390,2025-11-25,Not as Expected,Customer Preference,2013.0,Approved,Good
R001049,O007400,2026-07-21,Missing Accessories,Product Issue,2345.79,Approved,Good
R001050,O007412,2026-04-01,Wrong Size,Customer Preference,902.51,Approved,Damaged
R001051,O007423,2026-07-12,Product Quality Issue,Product Issue,3821.53,Approved,Opened
R001052,O007425,2025-11-29,Changed Mind,Customer Preference,1871.2,Approved,Good
R001053,O007427,2026-08-17,Changed Mind,Customer Preference,901.64,Approved,Good
R001054,O007431,2026-03-29,Not as Expected,Customer Preference,2182.15,Approved,Damaged
R001055,O007446,2025-12-22,Wrong Product,Product Issue,1485.41,Approved,Opened
R001056,O007447,2025-10-29,Wrong Product,Product Issue,906.38,Approved,Good
R001057,O007449,2026-06-05,Wrong Size,Customer Preference,715.51,Approved,Opened
R001058,O007451,2025-09-28,Not as Expected,Customer Preference,453.26,Approved,Opened
R001059,O007455,2026-04-19,Late Delivery,Customer Preference,190.12,Approved,Good
R001060,O007460,2025-09-11,Missing Accessories,Product Issue,603.07,Approved,Good
R001061,O007464,2026-04-12,Product Quality Issue,Product Issue,1112.57,Approved,Opened
R001062,O007467,2025-10-10,Changed Mind,Customer Preference,972.34,Approved,Good
R001063,O007483,2025-09-23,Changed Mind,Customer Preference,576.27,Approved,Damaged
R001064,O007485,2025-09-11,Not as Expected,Customer Preference,1463.8,Approved,Opened
R001065,O007487,2026-08-07,Wrong Product,Product Issue,966.64,Approved,Good
R001066,O007489,2026-07-08,Wrong Size,Customer Preference,1374.21,Approved,Opened
R001067,O007494,2026-04-04,Missing Accessories,Product Issue,4747.83,Approved,Opened
R001068,O007496,2026-06-20,Wrong Size,Customer Preference,640.11,Approved,Damaged
R001069,O007500,2026-05-16,Changed Mind,Customer Preference,2535.09,Approved,Opened
R001070,O007504,2025-11-11,Missing Accessories,Product Issue,936.38,Approved,Damaged
R001071,O007508,2025-12-06,Not as Expected,Customer Preference,3004.5,Approved,Good
R001072,O007512,2026-05-10,Missing Accessories,Product Issue,968.79,Approved,Good
R001073,O007516,2025-11-08,Missing Accessories,Product Issue,825.8,Approved,Damaged
R001074,O007520,2026-02-25,Late Delivery,Customer Preference,307.47,Approved,Opened
R001075,O007521,2026-07-06,Changed Mind,Customer Preference,3668.39,Approved,Damaged
R001076,O007523,2026-02-10,Wrong Size,Customer Preference,2975.0,Approved,Good
R001077,O007535,2025-10-10,Wrong Size,Customer Preference,1019.69,Approved,Good
R001078,O007538,2026-01-01,Wrong Product,Product Issue,2057.63,Approved,Good
R001079,O007540,2026-04-01,Wrong Product,Product Issue,859.61,Approved,Good
R001080,O007545,2026-02-09,Wrong Product,Product Issue,8190.69,Approved,Damaged
R001081,O007567,2025-10-12,Wrong Product,Product Issue,1337.53,Approved,Opened
R001082,O007578,2025-11-11,Wrong Size,Customer Preference,173.65,Approved,Opened
R001083,O007596,2026-05-04,Damaged Product,Product Issue,1938.59,Approved,Opened
R001084,O007613,2025-12-05,Damaged Product,Product Issue,1162.54,Approved,Good
R001085,O007623,2025-12-02,Changed Mind,Customer Preference,836.88,Approved,Opened
R001086,O007630,2025-12-11,Missing Accessories,Product Issue,495.02,Approved,Good
R001087,O007632,2026-06-04,Late Delivery,Customer Preference,487.49,Rejected,Good
R001088,O007635,2025-12-03,Damaged Product,Product Issue,784.8,Approved,Good
R001089,O007638,2026-03-09,Missing Accessories,Product Issue,657.57,Approved,Good
R001090,O007643,2026-02-13,Missing Accessories,Product Issue,2284.93,Approved,Good
R001091,O007648,2026-05-29,Changed Mind,Customer Preference,771.11,Approved,Good
R001092,O007657,2026-04-08,Not as Expected,Customer Preference,3363.41,Approved,Opened
R001093,O007669,2026-07-26,Damaged Product,Product Issue,239.7,Approved,Good
R001094,O007679,2026-02-13,Not as Expected,Customer Preference,2186.56,Approved,Damaged
R001095,O007691,2025-11-16,Wrong Size,Customer Preference,1179.62,Approved,Damaged
R001096,O007693,2026-04-19,Missing Accessories,Product Issue,2389.51,Approved,Damaged
R001097,O007702,2026-08-16,Late Delivery,Customer Preference,1488.46,Approved,Opened
R001098,O007705,2025-08-24,Changed Mind,Customer Preference,1344.61,Rejected,Good
R001099,O007706,2026-08-07,Wrong Product,Product Issue,615.91,Approved,Good
R001100,O007708,2026-05-14,Damaged Product,Product Issue,1438.66,Approved,Damaged
R001101,O007713,2025-12-29,Missing Accessories,Product Issue,851.53,Approved,Good
R001102,O007715,2026-01-19,Late Delivery,Customer Preference,1349.74,Approved,Opened
R001103,O007723,2026-05-08,Late Delivery,Customer Preference,2226.13,Approved,Damaged
R001104,O007734,2026-05-29,Late Delivery,Customer Preference,255.88,Approved,Good
R001105,O007752,2026-07-18,Product Quality Issue,Product Issue,1640.99,Approved,Good
R001106,O007754,2025-10-31,Product Quality Issue,Product Issue,797.44,Rejected,Good
R001107,O007762,2026-06-02,Wrong Product,Product Issue,1705.16,Approved,Damaged
R001108,O007764,2026-05-05,Wrong Product,Product Issue,1319.5,Approved,Good
R001109,O007769,2026-02-01,Late Delivery,Customer Preference,606.96,Approved,Good
R001110,O007770,2025-10-02,Changed Mind,Customer Preference,1916.62,Approved,Opened
R001111,O007776,2025-11-02,Late Delivery ,Customer Preference,1425.64,Approved,Damaged
R001112,O007782,2026-06-28,Damaged Product,Product Issue,1298.37,Approved,Opened
R001113,O007787,2026-06-14,Product Quality Issue,Product Issue,1104.49,Approved,Opened
R001114,O007801,2025-10-06,Late Delivery,Customer Preference,945.83,Approved,Opened
R001115,O007806,2025-11-13,Missing Accessories,Product Issue,1017.04,Approved,Damaged
R001116,O007809,2026-02-11,Changed Mind,Customer Preference,864.84,Approved,Good
R001117,O007821,2025-12-30,Late Delivery,Customer Preference,923.41,Approved,Good
R001118,O007833,2026-04-29,Changed Mind,Customer Preference,643.69,Rejected,Good
R001119,O007838,2026-04-29,Not as Expected,Customer Preference,2876.9,Approved,Good
R001120,O007848,2026-01-23,Late Delivery,Customer Preference,4523.94,Approved,Good
R001121,O007859,2025-11-18,Late Delivery,Customer Preference,2566.89,Approved,Damaged
R001122,O007866,2026-05-24,Product Quality Issue,Product Issue,2781.9,Approved,Damaged
R001123,O007867,2025-11-05,Damaged Product,Product Issue,1745.85,Approved,Damaged
R001124,O007875,2026-08-19,Product Quality Issue,Product Issue,883.56,Approved,Opened
R001125,O007898,2026-05-20,Damaged Product,Product Issue,1911.94,Approved,Damaged
R001126,O007908,2026-07-08,Wrong Product,Product Issue,233.71,Approved,Opened
R001127,O007916,2026-06-12,Damaged Product,Product Issue,1813.14,Approved,Damaged
R001128,O007921,2026-06-02,Late Delivery,Customer Preference,447.36,Approved,Opened
R001129,O007923,2026-08-15,Product Quality Issue,Product Issue,1333.94,Approved,Opened
R001130,O007926,2025-10-05,Damaged Product,Product Issue,4199.55,Approved,Damaged
R001131,O007931,2026-01-16,Wrong Product,Product Issue,3322.71,Approved,Damaged
R001132,O007945,2026-06-15,Wrong Size,Customer Preference,1542.12,Approved,Damaged
R001133,O007946,2026-01-10,Late Delivery,Customer Preference,1003.23,Approved,Good
R001134,O007950,2025-10-21,Not as Expected,Customer Preference,3203.15,Approved,Opened
R001135,O007953,2026-01-04,Wrong Product,Product Issue,8968.15,Approved,Damaged
R001136,O007954,2026-03-22,Not as Expected,Customer Preference,1246.78,Approved,Damaged
R001137,O008001,2025-10-31,Wrong Product,Product Issue,1468.73,Approved,Good
R001138,O008029,2026-02-26,Wrong Product,Product Issue,892.27,Approved,Good
R001139,O008053,2026-02-02,Product Quality Issue,Product Issue,313.26,Approved,Good
R001140,O008055,2025-11-11,Not as Expected,Customer Preference,2287.9,Approved,Good
R001141,O008057,2026-01-24,Wrong Size,Customer Preference,3369.26,Approved,Opened
R001142,O008069,2026-06-09,Late Delivery,Customer Preference,1824.48,Approved,Damaged
R001143,O008077,2025-10-08,Changed Mind,Customer Preference,612.76,Approved,Damaged
R001144,O008078,2026-05-08,Changed Mind,Customer Preference,1175.88,Approved,Opened
R001145,O008083,2026-07-12,Product Quality Issue,Product Issue,1110.24,Approved,Damaged
R001146,O008090,2026-06-12,Not as Expected,Customer Preference,289.43,Approved,Opened
R001147,O008093,2025-10-26,Damaged Product,Product Issue,3595.48,Approved,Good
R001148,O008095,2026-08-09,Product Quality Issue,Product Issue,984.2,Rejected,Damaged
R001149,O008097,2025-12-20,Not as Expected,Customer Preference,4556.25,Approved,Damaged
R001150,O008113,2026-07-26,Missing Accessories,Product Issue,911.2,Approved,Damaged
R001151,O008114,2025-12-25,Product Quality Issue,Product Issue,2372.81,Approved,Good
R001152,O008120,2025-09-06,Not as Expected,Customer Preference,701.58,Approved,Good
R001153,O008124,2026-05-27,Not as Expected,Customer Preference,2343.58,Approved,Opened
R001154,O008134,2026-07-18,Changed Mind,Customer Preference,2203.55,Approved,Opened
R001155,O008135,2025-09-25,Wrong Size,Customer Preference,2092.72,Rejected,Damaged
R001156,O008136,2025-09-23,Late Delivery,Customer Preference,1781.79,Approved,Good
R001157,O008143,2026-05-29,Damaged Product,Product Issue,2927.4,Approved,Damaged
R001158,O008150,2026-01-03,Late Delivery,Customer Preference,1194.57,Approved,Opened
R001159,O008154,2025-12-12,Not as Expected,Customer Preference,924.23,Approved,Damaged
R001160,O008163,2026-06-04,Wrong Product,Product Issue,2574.71,Approved,Opened
R001161,O008164,2025-09-18,Missing Accessories,Product Issue,2065.4,Approved,Good
R001162,O008178,2026-07-27,Wrong Product,Product Issue,120.66,Approved,Opened
R001163,O008183,2026-06-06,Not as Expected,Customer Preference,1152.31,Approved,Damaged
R001164,O008184,2026-06-14,Wrong Product,Product Issue,493.01,Approved,Damaged
R001165,O008186,2025-10-11,Changed Mind ,Customer Preference,396.2,Approved,Opened
R001166,O008194,2026-03-24,Wrong Product,Product Issue,2892.48,Approved,Opened
R001167,O008214,2026-05-01,Missing Accessories,Product Issue,626.76,Approved,Good
R001168,O008215,2025-10-10,Wrong Size,Customer Preference,1544.96,Approved,Opened
R001169,O008218,2025-10-16,Not as Expected,Customer Preference,1500.8,Approved,Opened
R001170,O008222,2026-08-03,Not as Expected,Customer Preference,1340.57,Approved,Good
R001171,O008224,2025-12-30,Missing Accessories,Product Issue,1927.57,Approved,Good
R001172,O008228,2026-02-15,Missing Accessories,Product Issue,1187.74,Approved,Opened
R001173,O008240,2025-12-04,Not as Expected,Customer Preference,6144.46,Approved,Damaged
R001174,O008249,2026-05-30,Not as Expected,Customer Preference,1229.05,Approved,Opened
R001175,O008250,2026-03-22,Changed Mind,Customer Preference,1523.86,Approved,Good
R001176,O008251,2025-09-21,Wrong Product,Product Issue,2162.29,Approved,Good
R001177,O008266,2026-02-21,Missing Accessories,Product Issue,2067.0,Approved,Good
R001178,O008274,2026-05-05,Late Delivery,Customer Preference,3083.26,Rejected,Good
R001179,O008318,2026-06-14,Late Delivery,Customer Preference,1601.5,Approved,Opened
R001180,O008325,2025-09-09,Wrong Product,Product Issue,1020.68,Approved,Damaged
R001181,O008331,2026-02-28,Late Delivery,Customer Preference,2106.2,Approved,Damaged
R001182,O008340,2026-05-30,Product Quality Issue,Product Issue,415.21,Approved,Damaged
R001183,O008387,2026-07-27,Changed Mind,Customer Preference,3952.4,Approved,Good
R001184,O008409,2026-02-19,Product Quality Issue,Product Issue,11582.26,Approved,Opened
R001185,O008422,2025-11-08,Not as Expected,Customer Preference,2023.47,Approved,Good
R001186,O008425,2026-07-10,Missing Accessories,Product Issue,1917.29,Approved,Damaged
R001187,O008427,2026-05-02,Missing Accessories,Product Issue,1049.21,Approved,Damaged
R001188,O008468,2026-02-09,Not as Expected,Customer Preference,1761.27,Approved,Opened
R001189,O008473,2025-12-16,Damaged Product,Product Issue,1195.32,Approved,Damaged
R001190,O008478,2026-03-19,Wrong Size,Customer Preference,561.23,Approved,Good
